"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
23883,5.13206553333333,21.704821,3.16,1.75,-6.24,5.84,0.168,0
23896,5.13471766666667,7.898403,13.57,-30.88,-147.74,6.66,0.98,0
23897,5.13493613333333,15.85524,8.48,15.82,-12.52,7.24,1.208,0
23898,5.13508546666667,14.532851,3.53,-0.34,-6.46,7.88,1.001,0
23899,5.13510553333333,3.748583,6.95,-1.88,-1.11,7.23,0.095,0
23900,5.13517313333333,24.265175,1.01,1.74,-5.29,5.5,0.03,0
23909,5.13720793333333,21.8133,6.65,0.98,-17.46,8.53,0.314,0
23917,5.13898733333333,23.214461,3.56,-3.31,-11.75,8.51,0.187,0
23938,5.144234,13.966369,10.06,14.6,-29.3,8.92,0.627,0
23939,5.1450754,15.103823,2.03,13.33,-9.14,7.98,0.104,0
23945,5.14615453333333,11.75223,4.8,3.35,-14.14,7.25,1.354,0
23946,5.146283,21.49565,3.48,2.03,-5.73,8.34,0.306,0
23949,5.1473424,19.85986,5.94,6.24,-13.86,6.51,0.903,0
23960,5.1498564,10.415823,3.38,-5.83,6.72,9.35,0.545,0
23961,5.15026506666667,6.904556,8.9,-2.06,-16.49,10.75,1.1,0
23962,5.15067046666667,12.948474,3.35,-10.48,-12.57,9.29,0.461,0
23963,5.150939,20.515558,5.12,-5.54,-18.22,8.41,0.378,0
23967,5.152066,9.155253,3.28,3.22,-0.9,8.84,1.024,0
23974,5.15258986666667,13.965194,2.63,-31.45,-3.84,9.96,0.492,0
23976,5.1532762,18.958569,3.4,4.45,-27.66,7.87,1.284,0
23977,5.15348986666667,11.495265,10.91,-5.98,-23.24,8.31,0.403,0
23980,5.15405826666667,11.493216,7.68,-6.86,-22.74,8.47,0.41,0
23983,5.15545606666667,9.829579,18.54,63.54,-7.87,5.43,0.249,0
23996,5.1582862,14.355939,1.37,7.13,-13.52,8.03,1.769,0
23997,5.15874646666667,3.860716,4.03,-15.23,1.75,9.17,0.261,0
24000,5.1598508,17.907445,3.21,0.06,-5.95,9.83,0.187,0
24007,5.159632,24.325306,10.29,73.08,-180.69,10.3,0.991,0
24010,5.1616542,15.597232,10.24,-7.12,-16.14,4.81,0.313,0
24021,5.16275426666667,7.181589,21.39,51.64,14.61,7.41,0.464,0
24030,5.1658222,5.557429,10.29,271.4,-70.78,9.71,0.52,0
24031,5.16617646666667,8.173151,11.86,-47.6,-107.4,7.02,0.546,0
24032,5.16643533333333,10.892523,3.92,-8.05,-11.02,7.95,0.95,0
24059,5.1695576,13.548369,14.8,-64.01,-42.5,6.69,0.381,0
24063,5.17026013333333,22.136667,4.35,-8.63,-0.06,7.52,0.243,0
24069,5.17168246666667,9.502056,32.83,56.52,-351.28,12.27,1.383,0
24093,5.1758408,5.314955,10.09,9.53,-1.37,7.3,0.111,0
24103,5.177763,17.440238,2.56,-0.52,-6.52,7.9,0.044,0
24104,5.17776893333333,15.279484,10.09,6.35,-47.47,8.16,0.533,0
24116,5.17987026666667,20.569175,11.56,41.16,-25.71,7.84,0.445,0
24121,5.180841,16.428625,4,160.3,-219.4,8.6,1.225,0
24124,5.18123413333333,6.274419,13.51,-0.74,2.1,10.94,0.979,0
24129,5.18277453333333,21.790921,2.81,-2.4,-8,8.37,0.168,0
24132,5.18305573333333,14.921793,2.61,-10.78,-7.85,7.93,0.09,0
24142,5.18496246666667,17.399233,13.53,30.74,-70.29,9.15,0.849,0
24143,5.185013,12.379334,4.37,1.16,-5.62,8.99,0.126,0
24151,5.18650186666667,23.064055,5.01,-20.61,-9.99,7.86,0.529,0
24158,5.18829806666667,22.116879,1.49,0.43,-0.8,8.07,0.755,0
24159,5.18833993333333,7.005193,3.09,-5.36,-23.86,8.16,1.029,0
24163,5.18891166666667,22.362708,3.02,0.68,-6.39,8.09,0.221,0
24170,5.1897686,14.698323,4.48,8.2,-8.22,10.67,0.605,0
24177,5.19159413333333,10.121019,18.73,-37.88,-216.59,11.97,1.461,0
24180,5.19194706666667,5.70321,17.75,60.65,-139.87,7.88,0.522,0
24181,5.19244553333333,12.669961,5.87,24.45,-8.7,10.45,0.45,0
24182,5.19253906666667,4.886933,5.63,-0.85,-16.1,8.63,1.129,0
24197,5.19487873333333,16.045673,10.15,3.46,6.32,5.18,1.525,0
24205,5.1962358,4.403539,34.85,180.83,-137.32,7,0.588,0
24207,5.19716933333333,5.408846,3.48,-5.63,-5.84,7.62,1.317,0
24217,5.20034086666667,6.838134,5.05,-31.73,18.77,7.46,1.091,0
24229,5.20216753333333,6.859832,1.26,4.3,-4.27,7.6,1.624,0
24234,5.2032204,24.279177,10.31,-8.04,-17.84,7.99,0.443,0
24247,5.20513693333333,9.124198,4.23,-8.61,2.7,8.66,0.13,0
24249,5.20566366666667,11.362924,9.45,18.33,-4.87,8.67,0.406,0
24251,5.20593886666667,18.053694,3.28,-14.08,-2.59,10.62,0.517,0
24269,5.20832866666667,17.213264,2.21,10.4,-15.07,8.4,1.56,0
24273,5.209638,10.408286,4.96,16.12,-7.46,8.25,1.05,0
24283,5.2116688,23.893266,13.8,243.28,-131.05,10.32,0.88,0
24284,5.21172873333333,19.66565,78.5,275.09,238.42,10.82,1.55,0
24285,5.21197353333333,21.830059,4.4,4.33,-10.06,9.44,0.418,0
24286,5.21197706666667,13.372636,4.79,-7.13,-62.94,8.85,1.202,0
24289,5.212581,4.321089,16.01,229.55,-81.68,10.57,0.8,0
24292,5.21332146666667,16.307066,23.35,31.69,-262.46,10.55,1.23,0
24298,5.21428526666667,18.154921,12.29,-11.51,-46.91,8.51,0.88,0
24301,5.21484306666667,19.722168,31.41,366.33,-674.39,9.93,1.064,0
24302,5.2148012,13.921464,2.69,6.21,4.61,8.65,1.75,0
24310,5.21682846666667,8.467598,0.92,4.6,-5.26,8.8,0.162,0
24315,5.21761646666667,24.396917,10.66,-5.13,-17.78,7.89,0.503,0
24317,5.21802726666667,18.498675,0.73,2.86,-5.49,9.97,0.516,0
24336,5.2236222,3.687102,21.36,-36.81,22.24,7.82,0.637,0
24351,5.22552846666667,5.768168,4.04,60.28,-30.42,8.1,0.995,0
24363,5.22719166666667,4.211168,6.12,-0.09,-3.71,8.7,0.043,0
24368,5.22870173333333,3.581162,6.34,-26.5,-11.18,9.59,0.327,0
24386,5.2316584,17.453264,0.47,-6,-0.92,9,1.898,0
24403,5.23492946666667,21.223689,8.2,13.37,-7.17,7.19,0.21,0
24415,5.23860506666667,22.659907,3.13,-31.99,-23.91,8.4,1.211,0
24416,5.23868313333333,11.488182,3.31,-0.08,-7.57,9.01,0.097,0
24435,5.2423128,18.623174,6.21,105.91,-235.74,10.32,0.835,0
24446,5.24426253333333,15.208154,2.38,7.07,-21.3,9.12,1.558,0
24450,5.24556893333333,5.156151,5.45,-7.01,8.74,5.5,1.369,0
24452,5.24584006666667,12.525394,5.32,-4.6,-8.39,8.05,0.153,0
24456,5.2471252,20.880184,7.46,-0.5,-16.06,9.56,0.412,0
24467,5.2516232,4.905215,1.12,-4.32,0.14,8.77,-0.151,0
24473,5.25227793333333,6.441197,0.6,-1.41,-2.13,10.42,0.026,0
24475,5.25251006666667,15.062559,0.8,0.56,-3,7.47,0.157,0
24477,5.25292673333333,8.43238,10.27,10.79,-39.06,7.25,0.368,0
24480,5.25322406666667,20.05609,16.54,64.67,-36.47,7.72,0.687,0
24483,5.25339033333333,4.270397,7.32,-0.1,16.96,7.52,0.233,0
24487,5.25417866666667,23.830504,4.31,-9.17,-5.85,8.84,1.168,0
24508,5.25716233333333,15.630119,5.2,-6.59,-5.6,9.12,0.155,0
24510,5.2573898,7.055512,7.42,-4.89,9.3,8.36,0.548,0
24511,5.25754066666667,13.378355,8.64,1.7,-27.84,10.7,0.601,0
24512,5.2576816,22.284858,4.96,-9.97,-6.64,6.26,0.075,0
24515,5.2586878,5.759729,2.22,-5.09,-10.18,8.68,0.244,0
24518,5.25984853333333,8.441299,6.13,-6.33,-8.98,8.17,0.091,0
24522,5.2609576,8.823499,2.7,17.45,-11.63,8.39,1.333,0
24524,5.2618298,16.066519,5.24,17.74,3.22,10.4,0.534,0
24527,5.26203026666667,12.879306,12.54,149.58,-121.02,8.96,0.673,0
24533,5.2636936,18.63819,10.46,7.67,-8.57,9.2,0.501,0
24535,5.26394213333333,19.954022,5.92,-1.05,-6.09,8.06,0.554,0
24537,5.26457453333333,3.748821,9.19,-9.76,-16.9,8.6,0.527,0
24543,5.2655292,21.821982,5.15,245.77,16.44,10.24,0.681,0
24548,5.26602826666667,12.044869,5.95,10.49,-19.33,10.39,0.581,0
24555,5.26781506666667,11.341354,8.86,-8.52,-6.54,5.52,-0.012,0
24558,5.2691584,16.942417,21.55,-148.64,-161.3,10.5,1.09,0
24561,5.269619,10.191325,4.17,8.17,3.2,9.25,0.429,0
24570,5.27087786666667,3.489671,2.64,-15.68,-3.77,9.88,0.331,0
24574,5.27153873333333,19.295241,6.86,-3.21,-23.77,9.3,0.478,0
24584,5.274431,7.293906,2.43,-4.36,-3.31,12.17,1.293,0
24591,5.2750696,14.146877,9.68,1.69,-9.62,9.25,0.467,0
24602,5.27704853333333,21.232459,8.68,53.11,-26.94,10.32,0.67,0
24606,5.27780026666667,10.78534,2.02,-12.15,8.13,10.09,1.237,0
24609,5.27846633333333,17.019998,10.53,-5.17,-13.01,8.12,0.37,0
24612,5.27885566666667,18.439535,2.97,1.42,-3.49,7.16,0.106,0
24615,5.27985186666667,19.302284,8.94,3.45,24.18,8.88,0.642,0
24619,5.2803792,20.118297,4.28,11.15,-18.86,7.62,0.394,0
24622,5.281145,12.409346,4.67,9.42,-28.68,8.07,1.042,0
24625,5.28176053333333,4.663754,0.4,1.41,-7.19,8.68,1.642,0
24632,5.2848062,9.927279,5.33,2.34,-5.79,7.48,0.005,0
24633,5.28484366666667,12.565487,5.68,11.88,-9.98,7.05,1.051,0
24634,5.28489193333333,16.351588,5.37,4.92,-27.56,7.43,1.03,0
24637,5.28661306666667,8.9132,2.96,6.32,-17.57,9.07,0.608,0
24657,5.290623,11.723382,5.96,3.16,-30.16,8.53,0.168,0
24660,5.29187226666667,14.514041,18.54,11.69,-74.92,8.54,0.667,0
24663,5.29198686666667,20.131842,13.66,-14.34,-94.09,6.69,0.523,0
24665,5.29215953333333,24.009677,11.64,-21.27,-76.28,6.85,1.061,0
24666,5.29228553333333,5.482323,6.59,17.61,-6.02,7.14,1.011,0
24668,5.29234266666667,22.829213,6.11,-2.76,1.02,8.91,0.47,0
24676,5.2941702,4.683771,1.92,13.33,-30.16,8.48,0.564,0
24681,5.29471626666667,7.353343,22.22,-3.74,-148.69,7.31,0.661,0
24693,5.29613973333333,13.639929,9.35,30.19,6.79,8.38,0.405,0
24703,5.29918066666667,8.104855,6.94,-12.47,57.9,7.36,1.052,0
24714,5.3009702,3.691766,8.92,-66.49,1.91,8.21,0.387,0
24716,5.30113366666667,13.417736,5.51,-14.35,-14.68,7.74,1.587,0
24728,5.30294326666667,5.994801,15.16,17.32,-84.03,11.64,1.146,0
24730,5.3031026,9.216458,11.97,6.33,-32.24,7.41,0.204,0
24753,5.30774133333333,6.746512,2.95,12.17,-21.59,8.04,1.02,0
24761,5.30878553333333,21.792406,3.89,-4.21,-10.04,7.3,0.234,0
24762,5.30885273333333,4.176038,2.7,2.99,-11.1,9.53,0.473,0
24774,5.31149046666667,3.981663,3.81,50.1,42.25,9.29,0.611,0
24784,5.31313306666667,17.10487,3.51,0.61,2.99,9.27,0.401,0
24789,5.31470133333333,13.567175,7.97,-7.63,-8.36,7.45,0.033,0
24802,5.31740346666667,9.15796,5.11,-1.35,-20.31,8.47,1.055,0
24807,5.3183578,10.533499,7.9,-20.47,-31.55,8.07,0.529,0
24812,5.31879046666667,14.492869,5.25,-1.62,-6.24,8.61,0.335,0
24820,5.32074766666667,20.134596,7.56,-34.12,-26.54,6.12,1.02,0
24822,5.3212784,22.096494,15.83,19.62,-81.08,4.96,0.937,0
24835,5.3239352,20.218386,4.42,12.86,-33.73,8.97,0.447,0
24841,5.32546166666667,6.375988,2.26,-0.24,-15.27,10.61,1.034,0
24846,5.32636713333333,3.87388,0.06,-3.2,-5.95,9.64,0.994,0
24850,5.32749513333333,15.785997,6.91,-6.44,-4.93,8.33,0.327,0
24855,5.32816893333333,5.645212,0.86,-0.84,-0.31,9.15,0.567,0
24861,5.32968093333333,17.77979,8.26,-16.64,-24.48,10.45,0.503,0
24870,5.33167933333333,13.223273,4.3,12.23,-14.86,10.12,0.411,0
24872,5.33295786666667,16.730837,4.37,-11.22,9.16,8.4,1.51,0
24883,5.33433546666667,13.544989,18.93,-20.2,-89.59,7.5,0.561,0
24888,5.33483473333333,21.15159,1.99,5.83,-8.91,9.17,0.443,0
24906,5.33841546666667,19.57823,6.05,5.98,-12.94,6.65,-0.026,0
24910,5.33914013333333,18.593377,0.7,-3.09,-5.8,9.1,1.728,0
24921,5.3401316,10.890382,5.22,-6.21,-25.58,7.42,0.155,0
24923,5.34039513333333,11.609818,18.26,50.64,-13.41,9.03,0.765,0
24933,5.34223246666667,5.663799,6.96,19.17,-11.51,8.7,0.498,0
24942,5.3432638,15.059314,5.84,1.09,-6.49,8.14,0.124,0
24945,5.34386453333333,20.82994,5.46,-15.27,-8.74,7.71,0.142,0
24958,5.34534693333333,15.636919,4.98,6.84,-6.44,8.24,0.306,0
24959,5.34541926666667,17.24295,3.72,-9.75,-4.8,7.8,0.065,0
24971,5.3481178,9.724651,12.36,-1.23,34.73,6.62,0.155,0
24977,5.34905966666667,19.814347,5.22,-3.8,-9.04,6.2,1.229,0
24989,5.350903,4.478059,5.53,3.9,-0.1,8.4,-0.015,0
24993,5.351752,12.430888,6.1,-7.04,-13.44,8.38,1.089,0
24994,5.3526404,24.221706,4.31,20.01,-27.51,10.87,0.642,0
24998,5.35332366666667,11.109357,9.04,-16.17,-52.65,7.46,0.371,0
25004,5.3537148,7.35538,1.57,1.61,-0.09,9.75,2.735,0
25011,5.355363,4.011948,2.62,-1.62,-12.18,6.49,-0.089,0
25013,5.3560036,14.943373,4.84,17.48,-18.21,9.6,0.376,0
25018,5.3565932,15.814989,4.94,1.77,6.47,10.15,0.615,0
25033,5.36080966666667,10.327105,9.37,7.63,-12.92,9.23,0.751,0
25034,5.36086166666667,15.84707,17.48,-31.09,-46.38,7.71,0.481,0
25035,5.36108653333333,18.906781,1.41,-2.71,-14.32,7.71,0.943,0
25037,5.36124393333333,12.668312,7.39,5.67,-29.35,7.95,0.351,0
25041,5.36210006666667,8.428556,4.43,-2.2,-2.97,5.78,-0.114,0
25051,5.36359666666667,23.283517,6.84,28.1,-15.24,10.04,0.609,0
25054,5.364271,4.242971,3.64,-1.46,-3.24,10.61,0.205,0
25068,5.36627173333333,22.953778,7.03,7.51,-8.99,8.86,1.349,0
25070,5.36698293333333,22.168718,6.9,3.74,-45.21,10.53,0.668,0
25072,5.36820673333333,3.571631,4.03,10.96,-1.48,7.42,1.62,0
25073,5.36832693333333,7.089633,12.64,-37.72,2.1,7.73,0.438,0
25077,5.3689316,8.005156,5.76,7.35,-10.03,7.89,0.187,0
25082,5.36978013333333,5.395305,18.46,49.12,-50.64,7.01,0.516,0
25086,5.37071573333333,19.834219,6.66,8.21,-6.62,8.58,0.342,0
25111,5.37624566666667,16.803954,3.02,1.74,-1.27,8.29,0.303,0
25123,5.37769906666667,9.229292,4.53,-5.55,4.05,8.56,1.694,0
25127,5.37853366666667,13.229082,20.54,15.31,-45.45,9.15,0.706,0
25134,5.37929653333333,19.011564,3.83,5.05,-9.01,7.59,1.073,0
25139,5.3798246,3.824824,6.22,8.66,-32.95,9.09,0.506,0
25142,5.3805556,3.544452,3.39,-2,1.8,4.99,-0.096,0
25145,5.38084326666667,3.552219,3.34,2.24,-0.65,7.17,-0.111,0
25151,5.38246246666667,14.361105,2.89,-2.19,-17.28,7.66,1.13,0
25154,5.3832112,18.898628,3.51,-3.18,-5.68,9.26,0.888,0
25155,5.38322493333333,11.417507,1.4,0.25,-6.63,8.95,1.442,0
25181,5.3866862,7.056284,4.65,-1.14,-0.8,8.39,0.956,0
25185,5.38751233333333,7.685036,4.93,5.17,-7.95,8.88,0.401,0
25195,5.3907042,16.981491,19.97,6.43,-152.28,8.11,0.606,0
25201,5.391667,16.042474,1.28,3.67,-3.39,8.28,0.154,0
25204,5.39184586666667,18.600691,2.72,5.93,-9.68,7.27,1.671,0
25205,5.39196266666667,5.323086,13.32,-30.42,16.63,6.34,0.123,0
25207,5.39215,16.040494,3.17,1.42,-5.7,7.27,0.125,0
25209,5.39290726666667,5.821793,7.54,41.18,-51.45,8.1,0.445,0
25216,5.39380706666667,16.699298,7.32,-27.5,-21.87,6.09,0.141,0
25220,5.39399473333333,17.324119,69.76,253.35,-4.66,7.93,1.104,0
25228,5.39551526666667,12.775775,4.89,3.22,-8.67,8.47,0.106,0
25230,5.3960352,20.579257,5.21,-2.4,-11.2,8.68,0.47,0
25245,5.3983006,11.083591,11.5,-15.51,3.81,7.56,0.504,0
25248,5.3991548,17.63619,3.25,-4.36,-9.18,10.02,0.518,0
25250,5.39918733333333,19.99925,7.25,22.86,-48.95,8.4,0.588,0
25266,5.4035572,22.137912,1.66,26.28,-14.45,10.59,0.756,0
25268,5.40435253333333,20.140013,2.69,23.57,-40.14,8.38,1.267,0
25274,5.40532366666667,22.305634,10.18,-29.1,-10.19,8.8,0.525,0
25278,5.40707313333333,17.383534,68.19,250.4,-7.42,5,0.544,0
25286,5.40919946666667,9.170894,10.26,-39.63,10.49,8.52,0.432,0
25287,5.4096518,15.975274,2.19,-8.49,-4.32,8.53,0.122,0
25294,5.41134666666667,8.502327,3.92,2.2,-10.85,8.81,1.031,0
25297,5.41152346666667,11.529365,5.6,-46.2,-116.6,7.19,1.077,0
25306,5.41333666666667,24.106346,2.57,6.91,-32.64,8.99,1.592,0
25309,5.4135126,23.587271,6.98,4.41,-25.69,9.62,0.634,0
25312,5.41407546666667,22.972069,6.59,30.45,-22.08,9.44,0.506,0
25323,5.41663406666667,11.127216,4.74,4.05,-36.62,8.06,1.099,0
25326,5.41691333333333,9.981052,4.09,-5.85,-3.77,8.18,1.61,0
25336,5.41885086666667,6.349702,13.42,-8.75,-13.28,1.64,-0.224,0
25337,5.4195488,20.583727,1.76,-0.5,-3.26,6.75,0.221,0
25372,5.42765773333333,16.63601,0.86,-11.44,5.79,8.45,1.895,0
25375,5.42834653333333,9.228531,1.45,-11.29,-20.81,8.18,1.587,0
25385,5.43102153333333,21.132512,0.61,3.07,-17.22,8.77,0.145,0
25390,5.43163526666667,21.785918,1.62,0.56,-3.15,8.72,1.394,0
25392,5.43176593333333,15.453864,2.56,1.02,-4.71,7.53,0.011,0
25402,5.43407973333333,15.671781,4.14,0.98,-6.49,7.54,0.009,0
25409,5.4348286,22.825995,0.91,-15.38,-27.8,10.09,0.538,0
25410,5.43492293333333,16.700161,4.98,0.35,-5.07,6.23,-0.084,0
25413,5.4352026,22.821765,2.19,-17.95,-24.61,10.27,0.557,0
25419,5.43723013333333,16.698295,10.4,19.46,-28.06,9.42,0.56,0
25433,5.43960193333333,8.999975,5.64,-20.74,-6.66,7.71,0.044,0
25435,5.43974066666667,3.856596,15.96,51.23,36.89,7.65,0.473,0
25445,5.4422704,8.255326,1.48,-4.25,-1.47,8.45,0.083,0
25446,5.4424774,17.7576,1.91,5.58,-13.64,9.72,0.401,0
25453,5.4441194,6.868658,10.68,9.64,-32.53,6.41,-0.023,0
25467,5.44606973333333,4.056126,1.7,-3.02,-6.92,8.69,0.114,0
25470,5.44674953333333,13.582189,2.4,3.7,-5.31,7.53,-0.028,0
25477,5.44841,3.614673,2.24,0.27,-0.13,7.2,-0.141,0
25481,5.44977886666667,8.078045,3.75,13.58,3.64,8.03,0.999,0
25483,5.44999853333333,7.170285,10.94,8.53,-32.79,7.03,0.141,0
25493,5.45230633333333,3.855547,3.08,0.04,-0.75,6.74,-0.154,0
25498,5.45279093333333,24.21217,5.29,-4.35,-9.86,9.26,0.397,0
25499,5.4528038,17.962216,4.88,7.88,-21.06,5.4,-0.09,0
25502,5.4538596,15.25763,7.07,-5.49,-10.08,6.18,0.083,0
25507,5.45439006666667,5.019174,3.17,0.68,-3.82,9.83,0.024,0
25510,5.4548794,19.995984,5.94,-3.49,-9.56,9.45,0.408,0
25513,5.45603993333333,14.028979,3.28,-2.45,-6.55,8.33,0.178,0
25514,5.45625953333333,17.269591,8,6.28,-18.86,9.1,0.401,0
25523,5.45834066666667,18.845588,21.24,56.36,-346.11,9.58,0.92,0
25525,5.45835266666667,5.595221,4.62,7.3,-2.75,8.13,0.108,0
25534,5.46027333333333,19.303765,1.81,10.56,-6.98,10.04,0.284,0
25538,5.46056693333333,4.835237,3.66,14.68,-21.4,8.69,1.082,0
25539,5.4605792,21.936965,4.69,1.75,-6.96,4.88,-0.14,0
25550,5.46219206666667,24.332475,4.66,28.24,-36.35,9.36,0.74,0
25554,5.4625376,10.778429,6.7,17.85,-6.02,10.36,0.579,0
25555,5.462669,15.874052,5.77,4.39,-21.26,5.52,0.015,0
25561,5.4632784,15.065767,5.48,6.69,-16.86,8.59,0.094,0
25572,5.46539113333333,23.293059,7.65,-2,-47.03,8.24,0.7,0
25577,5.46641633333333,12.911681,4.28,4.97,-17.71,8.16,0.053,0
25578,5.46670853333333,9.643928,115.04,-194.06,-759.52,12.48,1.653,0
25583,5.46711406666667,17.23913,4.63,16.53,-46.15,5.77,1.634,0
25586,5.46832873333333,22.93046,17.69,-119.41,-81.74,8.67,0.689,0
25589,5.46923426666667,16.439017,16.44,-36.18,-53.96,6.85,0.666,0
25591,5.46934653333333,3.62316,3.46,1.34,-0.96,9.46,0.168,0
25609,5.4711228,12.252126,1.81,-4.7,-3.68,9.1,0.094,0
25613,5.4720378,21.443623,7.1,8.25,-24.79,8.67,0.486,0
25618,5.47284666666667,18.101673,6.09,-66.82,-63.5,9.35,0.612,0
25621,5.47380706666667,22.742547,5.63,-0.46,-35.67,7.21,1.155,0
25629,5.474808,16.253263,5.18,19.44,-1.67,9.59,0.295,0
25638,5.47632606666667,13.678979,10.13,10.32,-15.07,6.35,0.168,0
25640,5.47669333333333,4.949728,3.11,-7.18,0.31,8.63,0.206,0
25652,5.47994193333333,23.957988,9.06,-20.58,-40.26,8.88,0.616,0
25656,5.48048086666667,6.009291,6.49,-6.39,5.83,8.03,0.172,0
25657,5.4805838,16.426636,4.53,7.14,-13.93,7.63,0.057,0
25662,5.48100813333333,12.550823,34.55,81.49,-218.4,6.71,0.582,0
25666,5.48172006666667,9.443546,10.16,14.15,-11.07,8.08,0.672,0
25668,5.48278293333333,20.441822,2.82,12.87,-28.67,7.26,1.4,0
25671,5.4832402,13.14851,3.52,-16.3,-40.91,8.05,1.073,0
25677,5.48392373333333,10.249279,17.9,122.04,-79.77,10.98,1.629,0
25678,5.48411106666667,14.744021,5.67,21.08,-45.34,10.26,0.681,0
25687,5.48554633333333,24.21518,2.09,-2.88,-3.43,9.52,0.797,0
25689,5.4856642,11.870195,3.25,1.13,3.18,9.85,0.97,0
25694,5.48766606666667,21.315895,11.17,9.43,-27.09,8.15,0.602,0
25698,5.48816386666667,10.135971,6.37,24.57,-17.58,8.74,1.195,0
25702,5.4886508,18.365703,5.06,-12.93,-3.69,6.74,0.12,0
25716,5.49083833333333,15.577293,57.5,-82.74,-126.92,10.55,1.5,0
25717,5.49090746666667,13.427551,13.56,-16.11,-8.18,8.19,0.463,0
25725,5.4934406,5.227212,4.98,-2.53,-1.28,8.21,0.013,0
25726,5.49352813333333,20.050798,5.96,-4.5,-8.69,10.52,0.403,0
25742,5.4965274,12.270631,2.75,-2.83,-4.68,7.03,-0.088,0
25745,5.49716033333333,18.416195,4.99,4.11,-38.77,7.64,0.101,0
25747,5.4975578,18.430744,3.52,11.51,-13.78,8.15,0.8,0
25761,5.5008956,23.758747,5.3,1.01,-4.41,8.12,1.097,0
25767,5.50243333333333,6.959373,6.5,-3.98,-20.92,8.93,0.256,0
25777,5.50418353333333,20.551593,4.4,-8.85,-17.75,7.05,-0.026,0
25779,5.5042764,22.540258,3.21,-0.74,-7.72,7.77,1.755,0
25785,5.50553426666667,4.204795,5.68,17.38,-25.34,6.21,1.28,0
25790,5.50726813333333,15.360449,9.47,-13.48,-38.58,5.93,0.103,0
25806,5.512041,22.462255,8.26,42.87,-20.54,6.29,1.18,0
25809,5.51252186666667,21.515349,1.4,-4.32,-5.16,10.33,0.731,0
25812,5.5129542,13.815187,1.01,0.65,-9.35,9.22,0.259,0
25813,5.51306993333333,5.948139,11.3,6.57,-32.45,4.2,-0.143,0
25814,5.5131744,8.398879,12.7,-16.1,55.69,8.05,0.628,0
25823,5.5142838,7.09112,2.41,4.1,-13.13,9.98,0.385,0
25825,5.51436106666667,6.778481,4.48,0.65,-7.28,8.21,0.306,0
25826,5.51438013333333,10.254383,1.02,3.25,-1.39,7.47,-0.08,0
25831,5.514819,5.692822,1.97,-1.17,0.4,10.18,0.278,0
25834,5.51557733333333,19.78807,3.08,-24.42,-63.65,9.39,0.567,0
25844,5.5171028,12.096764,4.06,-0.8,-1.78,7.59,-0.099,0
25846,5.51756393333333,6.460636,8.29,-28.96,-35.11,9.94,0.545,0
25848,5.5178854,23.20966,9.61,7.5,-38.97,9.17,0.649,0
25851,5.5182034,23.217803,2.81,-4.93,-7.27,10.45,0.541,0
25860,5.52049386666667,15.773451,18.66,-43.48,-373.23,8.64,0.669,0
25866,5.52224066666667,7.128608,4.43,-0.44,-3.88,10.18,0.122,0
25867,5.5223204,19.023552,2.61,2.98,-15.71,8.86,1.066,0
25873,5.5232072,12.556091,28,172.35,-136.2,8.4,0.814,0
25886,5.5265912,14.928902,2.19,4.36,-6.13,6.69,-0.061,0
25888,5.52669246666667,17.31859,3.89,3.39,-10.58,8.57,0.404,0
25890,5.526818,17.114692,7.48,-27.96,-78,9.37,0.698,0
25893,5.52755193333333,18.24411,2.4,2.9,-38.61,6.77,1.592,0
25896,5.52806533333333,9.22599,2.08,-0.16,-4.08,7.45,0.079,0
25904,5.52886853333333,8.466548,2.23,0.82,8.6,8.56,1.668,0
25908,5.5295114,19.551203,2.6,-11.07,-2.85,8.72,0.235,0
25909,5.52980446666667,5.081424,3.24,11.67,8.76,8.5,1.792,0
25917,5.531278,11.204168,2.43,3.34,-12.13,8.52,1.3,0
25936,5.5350054,21.05731,1.26,7.29,-14.37,9.81,0.42,0
25938,5.53539,6.047023,2.96,5.28,-2.92,8.69,0.087,0
25945,5.53687526666667,18.594234,1.7,-0.34,-4.51,4.32,2.06,0
25950,5.53726166666667,17.058128,2.92,-4.23,-10.85,5.5,-0.004,0
25953,5.5374048,9.820807,78.3,-177.94,-219.44,11.55,1.637,0
25959,5.5383512,17.743645,5.42,7.4,-37.7,7.99,0.476,0
25965,5.53945333333333,19.122437,8.16,-14.78,-64.02,7.49,0.501,0
25966,5.53969513333333,14.875156,15.48,96.22,-169.91,10.81,1.109,0
25972,5.54243146666667,9.669679,2.42,1.51,-2.35,8.43,-0.001,0
25975,5.54324906666667,15.958177,9.61,6.39,-3.19,10.45,0.542,0
26015,5.55148693333333,23.142298,4.77,3.09,-18.98,7.91,1.301,0
26018,5.5519258,20.035561,21.71,-71,-296.53,8.81,0.9,0
26025,5.55249833333333,5.277053,5.81,-17.65,-11.55,8.69,0.348,0
26027,5.55254273333333,15.943719,14.25,31.64,-140.83,8.19,0.549,0
26028,5.5530094,11.202274,2.94,-8.39,-6.97,8.27,0.851,0
26032,5.5538184,7.153453,3.49,0.1,-4.3,7.89,2.45,0
26044,5.555438,8.538491,3.18,-0.25,-0.19,7.7,1.726,0
26064,5.55878606666667,18.540231,1.74,0.15,0.01,5.67,-0.022,0
