"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
17928,3.83429486666667,22.591635,26.91,155.06,-63.56,7.29,0.538,0
17935,3.83552326666667,9.924544,3.25,-9.48,-12.01,8.22,0.526,0
17936,3.835802,6.620688,30.74,59.66,-40.52,7.72,0.684,0
17944,3.83700473333333,16.000352,10.22,33.95,-0.93,8.55,0.41,0
17960,3.8397134,17.476366,21.5,114.24,-252.31,7.5,0.653,0
17961,3.83987773333333,19.254348,2.65,7.53,-4.68,8.53,0.471,0
17962,3.84026906666667,17.246506,21.37,130.19,-23.3,9.46,0.782,0
17983,3.84378046666667,17.776638,6.11,-4.43,-15.51,9.12,0.479,0
17995,3.8461816,8.447752,7.51,68.39,-37.33,8.04,0.525,0
17999,3.8478964,23.96147,9.83,16.8,-45.76,6.95,0.078,0
18001,3.84849813333333,7.163839,4.14,9.81,-9.59,8.68,1.146,0
18018,3.85086493333333,23.903655,24.72,150.93,-46.61,10.17,1.16,0
18025,3.85224493333333,20.552931,1.13,12.14,-8.97,10.74,0.685,0
18026,3.85250146666667,5.166391,6.44,7.65,-17.13,9.1,0.387,0
18033,3.85440826666667,13.046078,7.36,20.62,-22.18,6.3,-0.058,0
18049,3.85750066666667,12.07172,4.11,43.75,6.54,9.09,0.512,0
18058,3.8598312,5.938759,5.71,23.99,12.95,11.82,1.036,0
18059,3.86017293333333,22.031355,8.64,16.16,-30.54,6.71,1.12,0
18063,3.86071693333333,10.843438,2.64,-3.5,-4,8.27,0.173,0
18076,3.86415133333333,9.104258,5.06,-23.72,17.01,11.72,1.194,0
18089,3.86673026666667,6.534907,4.63,7.6,-2.8,5.66,0.046,0
18091,3.86689046666667,19.596858,7.71,13.35,-46.2,10.5,0.635,0
18096,3.86805806666667,18.134833,11.19,69.95,-23.15,9.35,0.612,0
18097,3.86822166666667,22.671628,37.25,207,-340.95,7.57,0.684,0
18110,3.8718498,18.917605,4.75,27.48,-27.78,8.26,0.151,0
18116,3.8730796,18.597726,5.49,-23.11,-31.45,7.94,0.21,0
18117,3.87354453333333,12.378796,6.55,6.37,-16.6,9.88,0.578,0
18145,3.87975713333333,13.946817,4.69,4.45,5.03,8.97,1.309,0
18146,3.87981866666667,9.978739,8.77,40.23,-9.78,8.23,0.385,0
18158,3.8820834,14.382625,8.58,2.72,3.51,7.92,1.058,0
18165,3.88378526666667,20.208014,3.17,-11.27,-9.23,8.97,1.473,0
18170,3.886124,17.327083,24.14,143.97,-29.93,5.97,0.354,1
18174,3.88699933333333,7.770497,12.75,59.26,-98.2,7.47,0.515,0
18176,3.887194,15.58482,8.81,-28.19,-20.01,9.23,0.555,0
18181,3.8892134,23.123611,3.68,7.69,5.12,8.29,1.54,0
18197,3.89241093333333,4.050818,2.93,-2.75,-3.62,10.79,0.506,0
18220,3.89592753333333,13.505013,9.72,65.2,-7.31,8.25,0.498,0
18222,3.89602506666667,16.930722,6.26,-6.27,14.45,8.27,1.068,0
18224,3.8965236,6.860566,4.01,6,14.95,9.22,1.024,0
18227,3.8968292,16.08885,5.17,1.55,-13.44,8.95,0.516,0
18228,3.89687846666667,15.184481,4.94,24.01,-7.82,8.53,1.177,0
18234,3.89935506666667,4.900212,5.29,19.39,-11.99,10.17,0.471,0
18244,3.90208666666667,21.135029,8.69,7.82,-13.03,11.16,0.547,0
18252,3.90394193333333,9.248208,4.1,2.54,-9.43,8.72,1.004,0
18253,3.904445,8.55867,24.61,238.12,-67.02,11.94,1.46,0
18263,3.9070114,24.360077,6.64,20.29,-48.98,10.94,0.714,0
18264,3.9075272,5.191124,4.08,17.32,-18.34,8.93,0.323,0
18265,3.9075642,5.174611,7.17,9.91,-24.38,7.44,0.409,0
18266,3.90773133333333,21.389759,10.26,19.84,-41.69,10.96,0.737,0
18267,3.907787,16.616054,48.36,217.11,-165.59,6.81,0.719,0
18274,3.90930533333333,13.770891,5.95,10.37,-64,7.55,1.107,0
18283,3.91017553333333,17.343714,4.44,3.62,-9.48,8.33,0.15,0
18289,3.91158766666667,4.949771,3.57,-6.72,-4.08,8.13,0.127,0
18296,3.91238346666667,23.201588,3.25,1.35,-9.14,7.95,0.048,0
18297,3.91264413333333,9.17758,8.98,23.61,-38.45,7.42,0.069,0
18304,3.9135348,17.607577,8.3,-11.93,9.9,9.21,0.476,0
18308,3.91380553333333,5.583767,2.87,-15.33,-16.28,8.3,0.351,0
18315,3.91602813333333,12.906111,5.78,0.64,-6.32,9.45,0.27,0
18322,3.9170664,12.485588,26.49,127.58,-9.65,10.12,1.07,0
18326,3.91823466666667,18.59049,2.98,10.52,-11.2,7.82,0.692,0
18327,3.9184728,16.998476,24.16,148.37,-25.09,8.99,0.895,0
18335,3.92007326666667,11.304498,3.24,-1.62,6.27,8.57,1.022,0
18341,3.92173546666667,10.771747,3.97,5.01,-6.95,9.35,0.52,0
18346,3.9220686,23.360397,8.61,69.97,-9.28,8.4,1.01,0
18347,3.9225458,19.380886,16,182.14,-105.11,8.88,0.608,0
18354,3.92390406666667,17.632653,3.84,-2.32,-4.72,7.69,1.032,0
18368,3.92715553333333,9.92902,8.4,56.53,-15.2,8.55,0.496,0
18385,3.9300964,4.859991,1.85,-20.32,-14.64,9.7,0.483,0
18393,3.93239453333333,4.071004,2.16,-11.18,-46.34,9.1,0.64,0
18405,3.93514953333333,20.771703,6.73,22.07,-12.81,7.88,1.008,0
18409,3.935804,19.228374,1.12,22.82,-15.1,8.89,1.172,0
18430,3.9411382,7.571268,4.75,45.22,-18.32,8.14,1.024,0
18431,3.94114486666667,23.150273,8.66,16.99,-47.06,8.34,0.269,0
18433,3.94131313333333,22.674394,21.41,174.27,-233.12,7.84,0.688,0
18441,3.94220366666667,8.511754,1.51,8.31,-22.16,8.94,1.212,0
18443,3.94257026666667,11.99819,1.72,-1.07,0.48,10.24,0.673,0
18449,3.94336093333333,6.71056,10.35,78.23,-56.14,7.85,0.352,0
18459,3.94436893333333,21.957635,6.78,42.2,-40.72,9.53,0.469,0
18461,3.94510666666667,5.836068,5.5,-19.09,-19.38,10.41,0.844,0
18467,3.94721133333333,13.36706,7.23,14.84,5.01,9.82,0.552,0
18471,3.94779906666667,22.477971,22.31,69.43,-114.82,5.62,0.345,0
18473,3.94797993333333,20.083617,5.3,0.71,-11.79,8.79,0.32,0
18474,3.94808986666667,15.536999,4.46,28.05,-8.35,8.75,0.505,0
18477,3.94873466666667,10.3142,6.6,15.51,-28.44,9.38,0.643,0
18481,3.95047726666667,6.039967,13.26,37.24,-67.99,6.09,0.058,0
18485,3.95105766666667,23.17555,6.14,8.95,-16.98,6.05,0.031,0
18490,3.95313493333333,21.32355,8.01,-6.4,-12.78,6.84,1.03,0
18501,3.9562852,3.527889,6.35,-2.64,-7.59,10.34,0.552,0
18502,3.95660073333333,21.553663,8.84,9.6,-43.24,8.96,0.625,0
18504,3.95702153333333,12.962699,9.64,18.05,22.81,9.56,0.557,0
18506,3.95707253333333,18.691982,1.07,12.22,-5.28,10.47,0.608,0
18508,3.95732813333333,24.461937,3.04,-5.99,-7.33,6.19,1.372,0
18520,3.95992413333333,11.49692,7.13,-0.3,-23.53,8.51,0.2,0
18521,3.96057266666667,6.873803,3.38,-0.76,-8.93,8.65,0.111,0
18528,3.96238453333333,5.738782,9.76,20.65,-29.69,7.82,0.504,0
18539,3.9657412,9.625312,3.19,22.79,5.69,9.49,0.6,0
18542,3.96645653333333,15.628223,3.64,-7.77,-7.16,8.33,1.105,0
18544,3.9671374,20.676803,9.68,20.59,-49.46,9.4,0.518,0
18549,3.9684794,12.769416,7.28,43.31,-5.02,8.51,0.137,0
18550,3.96867373333333,5.581287,8.8,43.94,-34.08,9.03,0.464,0
18551,3.9702824,14.18688,7.51,0.53,-11.72,9.69,0.48,0
18555,3.97096186666667,7.605288,13.87,20.41,-3.47,7.75,0.546,0
18559,3.97247166666667,24.081125,5.08,17.54,-44.24,7.21,0.035,0
18564,3.97422493333333,11.90579,2.44,4.57,-13.15,10.26,1.58,0
18566,3.9748368,8.36837,3.58,-22.28,-7.72,9.16,0.061,0
18576,3.97644806666667,15.086095,7.32,3.82,-44.38,8.41,0.727,0
18581,3.9770406,11.027543,3.64,0.45,-21.48,7.24,1.696,0
18595,3.97890106666667,17.119018,10.93,28.82,-61.13,8.3,0.498,0
18599,3.97961746666667,9.026071,0.1,3.61,-7.19,8.47,1.712,0
18600,3.97965266666667,3.527305,1.91,10.82,-4.36,11.19,0.524,0
18609,3.98207686666667,16.903445,17.31,78.71,-144.74,8.89,0.784,0
18618,3.98342186666667,9.781687,12.85,95.92,-45.88,8.19,0.613,0
18620,3.98428833333333,23.628097,7.56,-6.37,0.75,7.36,1.067,0
18625,3.98595073333333,22.988234,15.01,-15.95,-79.55,8.7,0.556,0
18626,3.98687293333333,15.814538,2.19,-15.41,-18.21,8.9,1.776,0
18634,3.9888076,13.975045,7.51,-9.77,-59.6,6.77,1.178,0
18643,3.99052606666667,18.662698,8.64,32.12,-29.05,10.96,0.655,0
18645,3.99099933333333,3.78391,4.09,24.64,-5.22,8.23,1.267,0
18650,3.99253973333333,4.606712,6.91,4.11,13.47,7.97,0.332,0
18658,3.99458153333333,10.330402,25.42,133.06,-3.5,6.35,0.417,1
18683,4.0009918,13.190331,2.98,7.41,-13.71,10.31,0.576,0
18684,4.0010388,21.370305,1.09,-8.51,-11.59,9.98,0.434,0
18692,4.0046262,14.305905,10.93,54.46,-18.63,8.28,0.487,0
18696,4.0053504,23.534284,3.8,-0.91,-7.81,10.45,1.5,0
18700,4.0062194,10.787605,16.97,-15.67,-169.81,9.33,0.558,0
18709,4.00756686666667,5.334588,6.53,30.45,-4.39,9.29,0.562,0
18715,4.0090546,10.167497,7.2,9.54,-6.13,8.25,0.18,0
18717,4.01024666666667,17.29666,3.53,2.57,-30.81,6.31,0.056,0
18718,4.01028793333333,13.892212,6.06,20.65,-12.2,7.31,1.42,0
18719,4.01098313333333,20.380424,16.04,142.36,-76.67,8.66,0.705,0
18721,4.01109966666667,20.303296,6.42,21.83,-20.29,9.39,0.487,0
18724,4.01133773333333,12.490347,8.81,-8.15,-11.98,3.41,-0.099,0
18730,4.0123728,15.475283,8.07,-36.57,-42.29,7.65,0.97,0
18732,4.01253933333333,5.115339,9.09,-8.55,-20.59,9.98,0.718,0
18734,4.01313926666667,5.08281,5.2,17.87,-13.41,8.6,0.353,0
18735,4.01354593333333,18.194,21.99,129.49,-28.27,5.89,0.319,0
18736,4.0137176,10.552747,6.37,27.61,-10.97,9.15,0.51,0
18748,4.01578326666667,23.201491,3.01,15.01,-35.07,6.52,0.103,0
18749,4.01622053333333,7.850249,8.2,-8.47,-12.08,8.76,0.386,0
18752,4.01662646666667,12.214356,4.15,1.67,-8.16,10.54,0.462,0
18754,4.0170882,16.521171,4.85,7.67,-36.23,9.96,0.565,0
18761,4.01855166666667,4.541141,14.24,45.55,-61.93,8.77,0.53,0
18762,4.01860553333333,20.199158,6.26,31.67,-79.25,6.76,1.055,0
18763,4.01884373333333,8.459921,6.42,-19.04,-8.5,9.2,0.661,0
18778,4.02260006666667,9.333738,8.34,30.07,-23.33,9.91,0.73,0
18784,4.0245918,19.596514,4.69,15.08,-10.61,9.38,0.415,0
18787,4.02510633333333,19.810888,5.83,6.07,-18.5,9.34,0.559,0
18792,4.0262712,20.606118,1.59,13.6,-5.7,10.8,0.507,0
18803,4.02920286666667,21.659349,2.81,37.34,-17.7,8.75,1.057,0
18805,4.02948233333333,9.998017,5.77,5.59,1.13,5.67,0.005,0
18806,4.02951653333333,13.837334,11.74,-3.34,-88.8,8.28,0.543,0
18810,4.0306024,7.604889,3.96,-2.49,-2.61,8.65,0.129,0
18820,4.03312,18.786953,5.37,35.67,-16.75,10.13,0.509,0
18823,4.0341908,17.297379,5.37,44.48,-8.98,9.44,0.802,0
18825,4.0342966,11.301513,2.99,-4.94,-0.73,9.15,1.621,0
18826,4.03444313333333,6.52385,2.88,15.65,-8.73,8.45,0.991,0
18831,4.03688986666667,4.583888,6.53,50.88,-12.86,10.01,0.681,0
18833,4.0375768,22.422309,11.47,-68.93,-50.78,7.82,0.456,0
18843,4.04063413333333,15.133955,17.28,16.45,28.53,9.57,0.697,0
18849,4.0412754,18.061549,3.97,11.4,-17.02,10.03,0.486,0
18850,4.04144946666667,3.847229,4.88,3.73,-7.52,6.91,0.029,0
18852,4.04179113333333,7.246303,3.2,-0.15,-8.57,10.19,0.44,0
18855,4.04235586666667,4.464284,7.43,-11.21,-60.47,10,0.668,0
18856,4.04245313333333,6.631134,12.63,-29.86,-6.48,10.67,0.922,0
18864,4.0440324,15.062026,8.78,-1.24,-59.67,8.74,0.644,0
18887,4.04942046666667,8.140066,11.24,-9.51,-7.55,7.36,0.353,0
18890,4.04965593333333,11.366081,3.62,-10.5,-4.69,9.79,0.465,0
18893,4.04986353333333,9.208489,22.7,93.22,-162.79,6.91,0.466,0
18902,4.0518264,14.483428,5.7,22.78,-14.6,8.48,0.669,0
18907,4.0526056,5.989305,25.24,5.52,-1.63,3.91,0.032,0
18909,4.0528304,18.668745,12.03,-2.04,-10.13,9,0.647,0
18911,4.05294026666667,8.882645,5.04,9.78,6.49,6.65,1.064,0
18927,4.0571532,13.942681,4.07,-1.72,-8.51,9.72,0.387,0
18937,4.0588768,12.898888,1.59,7.63,-1.96,8.9,1.823,0
18946,4.060844,19.45501,23.07,119.02,-34.19,10.12,1.095,0
18947,4.06081506666667,6.79291,5.31,18.01,-11.16,9.71,0.532,0
18953,4.06199566666667,5.716625,1.73,-4.88,0.64,9.25,0.248,0
18955,4.06227,22.944283,6.13,19.18,-45.37,9.68,0.57,0
18957,4.06239013333333,5.435624,3.12,1.23,-5.4,5.32,-0.08,0
18975,4.0657234,8.197269,27.8,168.35,27.98,5.45,0.371,0
18976,4.0661246,21.070912,8.29,21.51,-10.62,8.02,0.28,0
18983,4.06723706666667,3.840649,5.3,-0.02,-8.54,8,0.057,0
18988,4.0686572,4.094987,0.38,0.29,-15.88,11.06,0.565,0
18995,4.06972446666667,23.407527,4.39,90.45,-116.79,8.2,0.657,0
18998,4.07027326666667,15.026862,3.54,-4.11,-22.96,8.01,1.147,0
19002,4.07186646666667,20.679223,1.74,1.49,-0.02,9.09,0.117,0
19003,4.07187833333333,12.507445,3.6,59.22,-17.95,7.45,1.913,0
19009,4.07268706666667,24.105993,3.42,-0.31,-13.82,5.46,0.813,0
19032,4.0770568,16.627413,5.52,-12.88,-4.79,9.2,0.47,0
19036,4.07766386666667,17.517598,9.37,-44.79,7.99,6.64,1.118,0
19038,4.07825433333333,22.081926,18.04,91.73,-58.52,4.36,1.064,0
19048,4.0813056,4.790853,5.01,3.41,-12.71,8.8,0.397,0
19054,4.0823684,20.85648,8.15,12.9,-51.39,8.94,0.821,0
19067,4.0864364,13.296744,4.78,3.63,-6.2,8.15,0.477,0
19072,4.0876056,23.797222,9.57,-0.79,-14.19,8.26,0.498,0
19075,4.08884033333333,22.057633,4.55,5.21,-63.94,7.94,0.726,0
19076,4.0889606,22.008905,59.79,172.61,-130.08,5.9,0.62,0
19078,4.09000573333333,23.168625,1.93,2.4,-15.08,8.31,1.192,0
19082,4.0904642,19.442162,14.56,123.06,-28.43,11.41,1.347,0
19085,4.09197833333333,14.286293,5.77,11.32,-36.71,7.3,1.22,0
19093,4.09354366666667,19.955018,10.87,13.54,2.33,8.29,0.41,0
19098,4.0943538,17.937707,19.81,126.34,-29.13,9.31,0.89,0
19103,4.09488433333333,10.037128,5.98,-14.18,6.31,6.72,1.034,0
19104,4.09503646666667,7.713441,5.17,1.95,-3.77,9.31,0.498,0
19112,4.09802446666667,10.973254,7.63,-4.31,-72.08,8.16,0,0
19117,4.098447,11.966169,29.02,216.53,17.79,10.06,1.12,0
19120,4.09870926666667,15.498995,13.98,36.52,-37.98,8.15,0.564,0
19125,4.1001586,4.694114,8.22,-12.46,-31.54,8.8,0.511,0
19146,4.1032916,20.668256,3.73,0.43,-13.36,8.32,1.579,0
19147,4.10362506666667,8.502886,15.89,23.39,109.21,7.76,0.462,0
19148,4.10447986666667,15.69812,21.41,118.53,-19.59,7.85,0.593,0
19157,4.10636086666667,14.402211,16.75,66.54,59.34,7.3,0.496,0
19163,4.10947273333333,21.956519,2.15,8.14,4.71,7.89,1.71,0
19170,4.11007426666667,3.780959,6.62,15.19,-11.27,10.01,0.626,0
19175,4.11038593333333,19.152915,12.47,29.44,64.6,7.48,0.379,0
19176,4.11077826666667,20.303093,6.43,6,-15.4,9.57,0.699,0
19180,4.11123926666667,13.157218,1.52,-11.86,-20.01,9.51,1.239,0
19187,4.1122982,17.663433,9.64,35.87,-25.72,8.44,0.502,0
19189,4.11243553333333,5.686827,4.4,70.32,15.57,8.51,0.587,0
19193,4.11328326666667,4.888301,8.88,-2.52,-34.88,8.9,0.473,0
19200,4.1151366,8.19181,5.72,-4.61,9.32,7.94,1.352,0
19207,4.11700686666667,15.335032,23.57,122.63,-18.96,10.49,1.18,0
19216,4.11902086666667,21.262891,2.34,30.68,-7.08,8.76,1.21,0
19217,4.11909226666667,10.799686,14.57,28.56,-81.94,7.97,0.48,0
19221,4.11962326666667,13.812331,4.65,7.16,-19.16,8.84,0.662,0
19223,4.11977266666667,12.268178,4.6,16.12,-23.35,7.7,0.092,0
19229,4.121879,13.53831,7.28,-25.06,-7.44,7.87,0.31,0
19257,4.127623,9.494036,18.55,-50.75,-35.61,11.49,1.165,0
19261,4.1283286,15.162788,21.27,127.06,-22.75,6.02,0.397,1
19262,4.12861126666667,21.262622,6.29,-5.4,-48.19,9.18,0.63,0
19263,4.12866653333333,16.518789,19.7,123.1,-25.25,9.94,1.005,0
19266,4.12930533333333,4.319688,7.27,-9.21,-5.27,9.18,0.395,0
19271,4.13085973333333,5.692708,9.27,-5.76,-80.28,9.61,0.602,0
19280,4.13152353333333,4.297323,6.51,-6.31,-6.59,8.23,0.415,0
19281,4.13185213333333,16.530612,5.82,-3.09,-13.68,7.6,0.102,0
19284,4.13317113333333,17.339897,9.46,7.66,-10.06,5.89,1.497,0
19299,4.13728373333333,22.021202,6.04,-40.39,-14.13,8.88,0.475,0
19308,4.13906666666667,19.737646,3.58,-9.44,-4.37,7.69,0.5,0
19313,4.13979393333333,8.330341,2.37,-7.52,-10.51,9.99,0.495,0
19316,4.14074026666667,12.19184,24.9,115.35,-13.05,11.28,1.327,0
19325,4.14191546666667,12.337902,31.12,154.82,-336.33,8.61,0.9,0
19328,4.14223933333333,8.444857,2.35,-13.87,-12.72,9.36,0.662,0
19348,4.1450236,10.099355,4.51,-20.03,-36.13,6.79,1.697,0
19355,4.14642246666667,6.781541,0.64,-1.12,8.68,9.03,0.304,0
19358,4.14708413333333,17.291657,9.37,14.44,-40.14,7.64,0.156,0
19359,4.1471102,10.463659,3.45,-10.34,-22.81,8.76,0.668,0
19361,4.1477092,23.871138,7.19,52.1,-11.03,6.97,1.143,0
19363,4.14819633333333,23.098583,4.08,17.33,-25.93,6.87,0.306,0
19367,4.14871926666667,20.385998,6.16,23.25,-51.07,9.37,0.587,0
19373,4.15001306666667,4.991099,8.15,-34.37,-7.64,10.28,0.691,0
19376,4.150436,13.398281,7.32,14.76,-7.3,5.94,0.052,0
19384,4.15216946666667,10.765159,2.99,28.73,-7.24,7.51,1.061,0
19388,4.15276866666667,19.609217,11.21,107.44,-31.64,5.51,1.077,0
19401,4.1562388,17.162141,4.32,-4.63,-18.8,9.09,0.567,0
19403,4.15627913333333,18.90674,2.31,21.65,-18.34,8.63,1.245,0
19411,4.15756213333333,6.72505,9.88,26.97,-56.72,6.74,0.098,0
19417,4.15807753333333,23.294411,4.72,-11.83,-0.1,9.81,0.528,0
19420,4.159164,17.499374,9.81,36.08,-22.96,9.11,0.518,0
19427,4.16058213333333,11.467403,10.76,-13.79,-43,9.14,0.624,0
19436,4.16213366666667,24.072946,8.13,3.73,-19.5,7.36,0.202,0
19441,4.1637084,9.305498,29.78,156.7,-2.81,10.1,1.192,0
19443,4.16396766666667,10.800453,2.84,-6.22,-26.8,8.04,1.126,0
19449,4.1650462,4.323643,12.14,49.01,7.02,10.09,0.565,0
19451,4.16564093333333,15.868113,6.76,27.26,-11.92,9.9,0.587,0
19459,4.16724373333333,24.092639,5.27,29.83,-16.24,9.12,0.734,0
19460,4.16733813333333,10.846234,4.54,21.64,-19.58,7.71,1.23,0
19466,4.1685696,7.697907,5.24,22.64,-20.6,8.64,0.355,0
19470,4.16993713333333,18.474506,4.61,4.71,-6.31,8.95,1.748,0
19472,4.170571,17.368432,29.88,414.43,-152.23,9.07,1.07,0
19478,4.17219866666667,8.414771,5.53,7.13,1.71,8.28,0.228,0
19481,4.17270006666667,12.077616,23.85,168.24,89.45,8.11,0.741,0
19484,4.17309746666667,22.83388,7.12,32.86,-30.47,9.83,0.538,0
19495,4.17658053333333,5.61491,8.27,3.44,-21.37,8.64,0.804,0
19499,4.1780356,15.23704,2.82,-15.32,-6.31,8.99,1.04,0
19504,4.17843453333333,18.423253,23.22,123.92,-31.41,6.61,0.427,1
19516,4.18089073333333,3.57432,4.75,16.08,20.67,10.48,0.587,0
19519,4.18199073333333,15.946665,5.04,-10.12,-13.64,7.18,0.148,0
19526,4.18309626666667,14.277573,5.02,-22.91,-26.12,8.71,1.328,0
19529,4.18427686666667,16.646985,2.99,3.3,2.49,6.97,0.344,0
19532,4.18460386666667,8.539482,17.01,34.13,-47.82,11.74,1.316,0
19538,4.1849888,6.718512,6.14,54.6,-22.39,8.77,0.492,0
19542,4.18569493333333,21.885124,2.73,0.36,-3.32,9.27,0.543,0
19548,4.1862496,15.626237,4.24,-0.99,-8.74,7.73,0.207,0
19549,4.1869634,18.379925,8.13,-25.19,-122.41,9.66,0.537,0
19554,4.18896713333333,5.523047,25.89,146.86,5,5.71,0.36,1
19558,4.189393,22.061115,3.06,-11.48,-4.91,8.52,1.153,0
19575,4.19446906666667,5.323054,12.03,23.74,-15.09,7.83,0.461,0
19586,4.19759226666667,24.430797,9.48,31.88,-32.74,8.93,0.438,0
19591,4.19895053333333,23.636326,27.21,137.76,-54.42,9.38,1.09,0
19615,4.2031486,21.535805,8.42,25.64,-15.29,8.73,0.651,0
19616,4.20353253333333,20.74518,5.54,16.82,-15.61,9.31,0.587,0
19617,4.2035742,14.932448,10.08,55.36,-69.45,8.61,0.465,0
19623,4.2048024,9.127452,0.91,0.64,-8.5,9.49,0.771,0
19634,4.20694513333333,23.574572,6.19,-15.79,-25.53,7.16,1.014,0
19636,4.20794306666667,4.819855,7.53,33.91,15.65,8.94,0.563,0
19641,4.20870966666667,17.27746,11.42,49.14,-19.59,6.09,1.081,0
19649,4.21043433333333,12.456208,5.56,-5.84,-0.01,9.02,0.574,0
19651,4.21059593333333,17.834659,3.52,-2.76,-5.92,8.5,1.43,0
19657,4.21207006666667,5.030873,4.82,-1.27,-1.13,7.29,1.192,0
19662,4.21298346666667,23.520786,2.81,21.63,-14.18,7.7,1.541,0
19663,4.21302293333333,11.171307,7.22,-2.88,-36.75,8.09,0.378,0
19664,4.2131764,10.607032,8.29,22.3,-48.92,9.21,0.553,0
19665,4.2132966,20.735203,5.96,17.32,-24.14,9.17,0.479,0
19669,4.2136262,19.538764,7.3,-9.55,-18.03,7.79,0.456,0
19672,4.21423466666667,22.413458,3.16,-3.69,-10.57,6.14,0.171,0
19685,4.21687473333333,9.128638,8.41,-5.24,-28.65,8.85,0.408,0
19696,4.21971113333333,16.766833,11.33,147.29,-45.69,9.15,0.64,0
19701,4.2203088,6.600489,2.58,28.45,-39.53,9.09,1.282,0
19702,4.22055626666667,22.958784,2.83,1.23,-12.8,9.05,0.555,0
19709,4.2229322,13.578644,4.69,-10.3,-11.53,10.1,0.746,0
19714,4.22344746666667,3.902234,0.57,-0.75,7.32,8.1,1.754,0
19718,4.22534666666667,8.890289,10.81,3,-27.38,6.52,0.155,0
19719,4.2258622,7.716045,27.04,-3.99,4.45,5.29,0.366,0
19720,4.22626953333333,10.212458,6.49,26.34,-25.19,6.24,0.021,0
19736,4.23051026666667,12.753701,9.09,11.6,-16.6,6.25,1.143,0
19740,4.23232926666667,9.263824,8.78,-9.42,-30.6,4.84,0.799,0
19745,4.23307426666667,22.708071,3.43,9.37,-5.26,8.19,0.179,0
19749,4.2335504,5.924567,8.25,-37.75,23.83,9.69,0.677,0
19750,4.2336082,11.027235,4.2,23.31,-2.08,7.46,0.382,0
19756,4.23530386666667,8.182831,6.63,11.58,-7.6,9.7,0.594,0
19757,4.23558673333333,9.406708,16.56,110.12,-7.26,11.09,1.21,0
19763,4.2374898,18.894007,10.63,19.35,-11.38,8.14,0.374,0
19767,4.23841466666667,12.348101,27.98,341.22,-59.45,6.74,0.677,0
19772,4.23915213333333,19.579661,6.78,16.04,-50.71,8.18,0.543,0
19781,4.24045833333333,14.625035,21.91,105.61,-19.86,8.45,0.693,1
19785,4.240673,23.696422,2.48,-1.75,-12.96,6.77,1.133,0
19786,4.24090446666667,12.435324,22.19,117.48,-9.35,8.05,0.64,0
19789,4.2417834,22.451865,18.12,95.09,-34.1,7.05,0.424,0
19793,4.24230986666667,23.574945,21.69,121.09,-48.34,8.05,0.657,0
19796,4.24287253333333,10.701388,21.08,119.81,-5.22,7.11,0.514,1
19797,4.24319866666667,22.351182,12.84,425.56,-301.97,9.23,0.362,0
19799,4.2433984,10.011406,6.88,-6.57,-13.44,5.22,-0.085,0
19808,4.24775913333333,13.054953,22.67,114.46,-19.28,10.69,1.204,0
19818,4.2498174,5.177635,13.12,80.24,-45.94,9.56,0.625,0
19821,4.25025833333333,10.748136,8.03,-8.82,-12.37,7.69,0.228,0
19822,4.2502898,15.737725,5.32,19.75,-15.91,10.02,0.604,0
19825,4.25085013333333,7.414266,10.46,-8.18,-22.51,8.37,0.529,0
19829,4.2517518,24.310128,4.85,17.7,-22.3,8.86,0.306,0
19831,4.25237933333333,3.957399,6.93,24.63,-13.3,7.7,0.09,0
19834,4.25289206666667,14.39847,31.94,118.87,-11.92,11.56,1.363,0
19847,4.25483786666667,18.625422,9.15,-11.21,17.14,9.3,0.497,0
19850,4.25521606666667,8.429256,4.41,6.22,-13.89,8.8,0.203,0
19853,4.2567014,24.078478,3.79,3.73,-3.24,7.9,1.894,0
19855,4.25716313333333,6.199651,47.86,-101.62,-112.85,6.94,0.68,0
19857,4.2575204,4.00938,8.03,11.86,-0.63,7.35,0.167,0
19859,4.2580002,6.186858,47.2,-109.37,-108.35,6.32,0.57,0
19860,4.2589048,8.892357,7.5,20.39,-21.75,4.27,-0.054,0
19862,4.2593564,15.70626,31.11,112.78,-25.84,10.96,0.924,0
19870,4.26178833333333,20.819794,19.48,111.21,-36.57,7.83,0.705,0
19877,4.2628566,15.400695,22.51,114.38,-22.07,6.31,0.4,1
19886,4.26588293333333,12.099401,0.94,30.56,-20.18,10.73,0.457,0
19896,4.26774246666667,7.561274,5.97,35.38,-0.73,8.89,0.524,0
19911,4.27124826666667,7.159467,28.69,-90.8,-42.66,7.5,0.661,0
19912,4.2718264,8.71943,26.49,-85.23,-314.09,9.84,1.148,0
19934,4.2759662,21.907469,19.48,105.61,-37.59,9.14,0.813,1
19946,4.27796213333333,3.698898,12.89,7.42,-3.78,9.91,0.783,0
19960,4.28019146666667,16.214385,8.13,-23.64,-25.09,6.57,1.101,0
19961,4.28023546666667,5.618486,13.31,66.16,-75.73,12.19,1.391,0
19970,4.28187546666667,11.483984,5.44,-9.92,-2.81,9.44,0.53,0
19971,4.28194406666667,4.542699,15.44,170.16,4.61,7.84,0.644,0
19974,4.28344613333333,11.189837,4.99,4.54,-9.01,10.85,0.437,0
19975,4.283673,19.675685,10.42,3.48,-103.1,7.12,0.444,0
19977,4.284178,6.347413,2.35,-7.94,-20.83,8.86,0.404,0
